order_no,company_customer_cd,company_item_cd,amount,order_date,status_order
16940,10433,44974,4800,2013/06/10,5
16940,10433,62311,4800,2013/06/10,5
16941,9037,64798,1280,2013/06/10,5
16942,9037,64556,1280,2013/06/10,5
16943,,43774,1980,2013/06/10,5
16944,,63049,16930,2013/06/10,5
16944,,61059,16930,2013/06/10,5
16944,,60819,16930,2013/06/10,5
16944,,64706,16930,2013/06/10,5
16944,,56982,16930,2013/06/10,5
16944,,57367,16930,2013/06/10,5
16944,,62207,16930,2013/06/10,5
16944,,64793,16930,2013/06/10,5
16944,,63074,16930,2013/06/10,5
16944,,61056,16930,2013/06/10,5
16944,,62646,16930,2013/06/10,5
16945,10367,64904,980,2013/06/10,3
16946,,62354,2140,2013/06/10,5
16947,10435,63770,980,2013/06/10,5
16948,,36586,4175,2013/06/10,5
16948,,26115,4175,2013/06/10,5
16949,,62259,2140,2013/06/10,5
16950,10434,63999,5490,2013/06/10,5
16950,10434,64766,5490,2013/06/10,5
16950,10434,62242,5490,2013/06/10,5
16950,10434,64516,5490,2013/06/10,5
16951,,57255,3130,2013/06/10,5
16951,,42044,3130,2013/06/10,5
16951,,56187,3130,2013/06/10,5
16952,,64002,8110,2013/06/10,3
16952,,62626,8110,2013/06/10,3
16952,,65133,8110,2013/06/10,3
16952,,55100,8110,2013/06/10,3
16952,,59809,8110,2013/06/10,3
16953,5847,63984,2860,2013/06/10,5
16954,,59809,5950,2013/06/10,3
16954,,65133,5950,2013/06/10,3
16954,,55100,5950,2013/06/10,3
16955,8881,57367,18760,2013/06/10,5
16955,8881,64785,18760,2013/06/10,5
16955,8881,64703,18760,2013/06/10,5
16955,8881,64791,18760,2013/06/10,5
16955,8881,62366,18760,2013/06/10,5
16955,8881,64227,18760,2013/06/10,5
16955,8881,64793,18760,2013/06/10,5
16955,8881,65017,18760,2013/06/10,5
16955,8881,64568,18760,2013/06/10,5
16955,8881,64914,18760,2013/06/10,5
16956,,65133,6100,2013/06/10,5
16956,,55100,6100,2013/06/10,5
16956,,59809,6100,2013/06/10,5
16957,,62636,1280,2013/06/10,3
16958,10440,62200,7140,2013/06/10,5
16958,10440,64867,7140,2013/06/10,5
16958,10440,65051,7140,2013/06/10,5
16958,10440,65013,7140,2013/06/10,5
16959,,62636,1595,2013/06/10,5
16960,,54756,1365,2013/06/10,5
16961,,54966,2685,2013/06/10,5
16961,,43601,2685,2013/06/10,5
16962,10438,60597,2150,2013/06/10,5
16962,10438,54358,2150,2013/06/10,5
16963,2932,54896,1095,2013/06/10,5
16964,10447,62769,2630,2013/06/10,5
16965,,54252,1595,2013/06/10,5
16966,10445,63770,980,2013/06/10,5
16967,,63315,3130,2013/06/11,5
16967,,64667,3130,2013/06/11,5
16968,6226,59054,3140,2013/06/11,5
16969,,59157,3140,2013/06/11,5
16970,8567,65128,3230,2013/06/11,3
16971,10452,62308,1840,2013/06/11,5
16972,10453,54556,830,2013/06/11,5
16973,,63852,2140,2013/06/11,5
16974,10454,59159,2840,2013/06/11,5
16975,,63188,18220,2013/06/11,5
16975,,64557,18220,2013/06/11,5
16975,,65124,18220,2013/06/11,5
16975,,63210,18220,2013/06/11,5
16975,,54233,18220,2013/06/11,5
16975,,65133,18220,2013/06/11,5
16975,,59128,18220,2013/06/11,5
16975,,65055,18220,2013/06/11,5
16975,,60815,18220,2013/06/11,5
16975,,64513,18220,2013/06/11,5
16976,1485,62398,19430,2013/06/11,5
16976,1485,56229,19430,2013/06/11,5
16976,1485,62515,19430,2013/06/11,5
16976,1485,54358,19430,2013/06/11,5
16976,1485,59809,19430,2013/06/11,5
16976,1485,60849,19430,2013/06/11,5
16976,1485,64642,19430,2013/06/11,5
16976,1485,58899,19430,2013/06/11,5
16976,1485,45106,19430,2013/06/11,5
16976,1485,64010,19430,2013/06/11,5
16976,1485,58441,19430,2013/06/11,5
16977,10095,62684,2295,2013/06/11,5
16978,10457,64221,2840,2013/06/11,5
16979,10458,62625,5150,2013/06/11,5
16979,10458,63771,5150,2013/06/11,5
16979,10458,63775,5150,2013/06/11,5
16979,10458,63778,5150,2013/06/11,5
16980,10460,64538,1130,2013/06/11,5
16981,7379,60806,1830,2013/06/11,5
16981,7379,54743,1830,2013/06/11,5
16982,7179,54782,1200,2013/06/11,5
16983,1922,65137,871,2013/06/11,5
16984,10448,65112,2995,2013/06/11,5
16985,10448,64279,1805,2013/06/11,5
16986,10448,54904,1195,2013/06/11,5
16987,10448,54895,2595,2013/06/11,5
16988,10448,60953,2595,2013/06/11,5
16989,10472,56431,580,2013/06/11,5
16990,10448,61258,1995,2013/06/11,5
16991,10448,58727,2095,2013/06/11,5
16992,,62365,2140,2013/06/11,5
16993,7565,44791,1680,2013/06/11,5
16994,5764,62825,2595,2013/06/11,3
16995,10473,54067,1130,2013/06/11,3
16996,10473,54067,1430,2013/06/11,3
16997,10474,64935,12160,2013/06/11,5
16997,10474,63811,12160,2013/06/11,5
16997,10474,58969,12160,2013/06/11,5
16997,10474,57089,12160,2013/06/11,5
16997,10474,57363,12160,2013/06/11,5
16997,10474,62679,12160,2013/06/11,5
16997,10474,63097,12160,2013/06/11,5
16997,10474,63810,12160,2013/06/11,5
16998,6685,64557,5300,2013/06/11,5
16998,6685,60707,5300,2013/06/11,5
16998,6685,65027,5300,2013/06/11,5
16999,9767,65055,5000,2013/06/11,5
16999,9767,64057,5000,2013/06/11,5
16999,9767,62245,5000,2013/06/11,5
17000,10475,64223,2840,2013/06/11,5
17001,10004,60637,3630,2013/06/11,5
17002,,63601,4910,2013/06/11,5
17002,,58669,4910,2013/06/11,5
17003,10464,54593,1350,2013/06/11,5
17004,,57238,7120,2013/06/11,3
17004,,64322,7120,2013/06/11,3
17005,10476,56412,5180,2013/06/11,5
17005,10476,56188,5180,2013/06/11,5
17005,10476,59150,5180,2013/06/11,5
17006,,58666,2630,2013/06/11,5
17007,9920,54784,1050,2013/06/11,3
17008,6750,65118,2650,2013/06/11,5
17008,6750,64037,2650,2013/06/11,5
17009,,59157,3140,2013/06/11,5
17010,9920,54784,1050,2013/06/11,3
17011,10477,64763,1130,2013/06/11,5
17012,9920,54784,1050,2013/06/11,3
17013,9920,54784,1050,2013/06/11,5
17014,10479,60664,5520,2013/06/11,5
17014,10479,60975,5520,2013/06/11,5
17014,10479,63744,5520,2013/06/11,5
17014,10479,55572,5520,2013/06/11,5
17015,,58980,1130,2013/06/11,5
17016,5073,62350,4295,2013/06/11,5
17016,5073,62366,4295,2013/06/11,5
17017,10481,64572,4600,2013/06/11,5
17017,10481,56982,4600,2013/06/11,5
17017,10481,63586,4600,2013/06/11,5
17018,8567,65128,4695,2013/06/11,3
17018,8567,23433,4695,2013/06/11,3
17019,,62236,4130,2013/06/11,5
17019,,62212,4130,2013/06/11,5
17020,10482,63078,3140,2013/06/11,5
17021,10484,60333,1830,2013/06/11,5
17022,8851,65133,1530,2013/06/11,5
17023,,54359,4585,2013/06/11,5
17023,,64225,4585,2013/06/11,5
17024,10486,63789,1130,2013/06/11,5
17025,10487,54067,1130,2013/06/11,5
17026,,54359,1595,2013/06/11,5
17027,9083,45106,900,2013/06/11,5
17028,10265,63565,10200,2013/06/11,5
17028,10265,60780,10200,2013/06/11,5
17028,10265,60782,10200,2013/06/11,5
17028,10265,55402,10200,2013/06/11,5
17028,10265,63562,10200,2013/06/11,5
17029,,62668,1280,2013/06/11,5
17030,10459,55572,4775,2013/06/11,5
17030,10459,55143,4775,2013/06/11,5
17031,4419,63003,6387,2013/06/11,5
17031,4419,60485,6387,2013/06/11,5
17031,4419,62636,6387,2013/06/11,5
17031,4419,62638,6387,2013/06/11,5
17032,10490,58965,3985,2013/06/11,5
17032,10490,63095,3985,2013/06/11,5
17033,,63091,2990,2013/06/11,5
17034,,62350,3820,2013/06/11,5
17034,,65133,3820,2013/06/11,5
17035,3570,63189,3000,2013/06/11,5
17035,3570,63188,3000,2013/06/11,5
17036,,63729,2430,2013/06/11,5
17037,10494,63851,1840,2013/06/11,5
17038,,63868,2140,2013/06/11,5
17039,10495,56215,3750,2013/06/11,5
17039,10495,64278,3750,2013/06/11,5
17039,10495,61159,3750,2013/06/11,5
17040,10496,54063,1000,2013/06/11,5
17041,10497,54556,830,2013/06/11,5
17042,10491,64667,1340,2013/06/11,5
17043,9451,59766,4745,2013/06/11,5
17043,9451,64701,4745,2013/06/11,5
17043,9451,64575,4745,2013/06/11,5
17043,9451,55412,4745,2013/06/11,5
17044,5605,58727,3464,2013/06/11,5
17044,5605,62679,3464,2013/06/11,5
17045,,54592,3470,2013/06/11,3
17045,,60382,3470,2013/06/11,3
17046,,65051,1430,2013/06/11,5
17047,,60382,3620,2013/06/11,5
17047,,54592,3620,2013/06/11,5
17048,10500,62682,2980,2013/06/11,5
17048,10500,64338,2980,2013/06/11,5
17049,10432,64579,1810,2013/06/11,5
17049,10432,64575,1810,2013/06/11,5
17050,8111,63774,1430,2013/06/11,5
17051,10232,63132,2840,2013/06/11,5
17052,10437,56426,3755,2013/06/11,5
17052,10437,65116,3755,2013/06/11,5
17052,10437,65118,3755,2013/06/11,5
17053,9181,62845,2848,2013/06/11,5
17053,9181,56826,2848,2013/06/11,5
17053,9181,65313,2848,2013/06/11,5
17054,10501,59071,2990,2013/06/11,3
17055,6221,64551,2810,2013/06/11,5
17055,6221,64557,2810,2013/06/11,5
17056,,58676,2410,2013/06/11,5
17056,,63762,2410,2013/06/11,5
17057,8347,65312,1430,2013/06/11,5
17058,10429,65325,5980,2013/06/11,5
17058,10429,62984,5980,2013/06/11,5
17059,9838,65250,5000,2013/06/11,5
17059,9838,59417,5000,2013/06/11,5
17059,9838,60703,5000,2013/06/11,5
17060,3758,60711,4240,2013/06/11,5
17060,3758,64872,4240,2013/06/11,5
17060,3758,64706,4240,2013/06/11,5
17061,9752,63314,1195,2013/06/11,5
17062,10502,62679,1930,2013/06/11,5
17063,9279,62899,2960,2013/06/11,5
17063,9279,59417,2960,2013/06/11,5
17064,10504,62312,2305,2013/06/11,3
17065,10444,65055,7420,2013/06/11,5
17065,10444,63842,7420,2013/06/11,5
17065,10444,65027,7420,2013/06/11,5
17065,10444,63722,7420,2013/06/11,5
17066,5171,65251,1895,2013/06/11,5
17067,6661,63539,1606,2013/06/11,3
17068,,61228,10120,2013/06/11,3
17068,,64551,10120,2013/06/11,3
17068,,58297,10120,2013/06/11,3
17068,,59417,10120,2013/06/11,3
17068,,62615,10120,2013/06/11,3
17069,10506,64573,830,2013/06/11,5
17070,10505,65324,5980,2013/06/11,5
17070,10505,63089,5980,2013/06/11,5
17071,6953,64695,5120,2013/06/11,5
17071,6953,63001,5120,2013/06/11,5
17072,,44049,3470,2013/06/11,3
17072,,54589,3470,2013/06/11,3
17073,,41062,2575,2013/06/11,5
17073,,64798,2575,2013/06/11,5
17074,10508,63135,3140,2013/06/11,5
17075,6361,54910,3276,2013/06/11,5
17075,6361,64805,3276,2013/06/11,5
17075,6361,59866,3276,2013/06/11,5
17076,2864,44814,5309,2013/06/11,5
17076,2864,62983,5309,2013/06/11,5
17077,10449,64530,10300,2013/06/11,5
17077,10449,60196,10300,2013/06/11,5
17077,10449,64295,10300,2013/06/11,5
17077,10449,64689,10300,2013/06/11,5
17077,10449,64297,10300,2013/06/11,5
17077,10449,63996,10300,2013/06/11,5
17077,10449,64545,10300,2013/06/11,5
17078,8417,64903,4585,2013/06/11,5
17078,8417,64231,4585,2013/06/11,5
17079,,64258,7730,2013/06/11,5
17079,,63315,7730,2013/06/11,5
17079,,63311,7730,2013/06/11,5
17079,,64801,7730,2013/06/11,5
17079,,56285,7730,2013/06/11,5
17080,,63138,4520,2013/06/11,5
17080,,31742,4520,2013/06/11,5
17081,,65320,1640,2013/06/11,5
17082,10510,62366,1840,2013/06/11,5
17083,,65036,2975,2013/06/11,5
17083,,64035,2975,2013/06/11,5
17084,,57369,3410,2013/06/11,5
17084,,63220,3410,2013/06/11,5
17085,,60048,2710,2013/06/11,5
17085,,60049,2710,2013/06/11,5
17086,10255,63593,2130,2013/06/11,5
17087,8394,64585,1430,2013/06/11,5
17088,10515,63117,3180,2013/06/11,5
17089,10518,54059,4560,2013/06/11,5
17089,10518,54058,4560,2013/06/11,5
17090,,65355,3140,2013/06/11,5
17091,10507,61619,4420,2013/06/11,5
17091,10507,64210,4420,2013/06/11,5
17092,6184,54901,9753,2013/06/11,5
17092,6184,65036,9753,2013/06/11,5
17092,6184,62366,9753,2013/06/11,5
17092,6184,64656,9753,2013/06/11,5
17092,6184,32455,9753,2013/06/11,5
17092,6184,65033,9753,2013/06/11,5
17092,6184,64001,9753,2013/06/11,5
17093,,59597,5950,2013/06/11,5
17093,,62624,5950,2013/06/11,5
17093,,64225,5950,2013/06/11,5
17094,9851,54067,1130,2013/06/11,5
17095,7455,55575,2418,2013/06/11,5
17095,7455,58677,2418,2013/06/11,5
17096,7209,62892,1805,2013/06/11,5
17097,7209,63179,2875,2013/06/11,5
17097,7209,63187,2875,2013/06/11,5
17098,9851,62355,2140,2013/06/11,5
17099,10520,57434,5240,2013/06/11,5
17099,10520,64541,5240,2013/06/11,5
17099,10520,64564,5240,2013/06/11,5
17099,10520,63325,5240,2013/06/11,5
17100,,64766,2920,2013/06/11,5
17100,,60705,2920,2013/06/11,5
17101,,65325,3305,2013/06/11,3
17102,10514,59424,12960,2013/06/11,5
17102,10514,65125,12960,2013/06/11,5
17102,10514,64690,12960,2013/06/11,5
17102,10514,63028,12960,2013/06/11,5
17102,10514,44310,12960,2013/06/11,5
17102,10514,63324,12960,2013/06/11,5
17102,10514,63198,12960,2013/06/11,5
17102,10514,54556,12960,2013/06/11,5
17103,,58957,1295,2013/06/12,5
17104,10521,58955,2470,2013/06/12,5
17104,10521,56565,2470,2013/06/12,5
17105,,64927,11300,2013/06/12,5
17105,,62659,11300,2013/06/12,5
17105,,64238,11300,2013/06/12,5
17105,,58979,11300,2013/06/12,5
17105,,63313,11300,2013/06/12,5
17105,,63739,11300,2013/06/12,5
17106,,37218,2430,2013/06/12,5
17106,,60048,2430,2013/06/12,5
17107,10523,60383,1830,2013/06/12,5
17108,10524,63033,3660,2013/06/12,3
17108,10524,57363,3660,2013/06/12,3
17109,4454,60962,2410,2013/06/12,5
17109,4454,65055,2410,2013/06/12,5
17110,10442,44642,5690,2013/06/12,5
17110,10442,54782,5690,2013/06/12,5
17110,10442,61060,5690,2013/06/12,5
17110,10442,39169,5690,2013/06/12,5
17110,10442,56180,5690,2013/06/12,5
17111,10525,58955,4120,2013/06/12,5
17111,10525,65324,4120,2013/06/12,5
17112,,37227,1150,2013/06/12,5
17113,10527,64706,9980,2013/06/12,5
17113,10527,64802,9980,2013/06/12,5
17113,10527,64427,9980,2013/06/12,5
17113,10527,62349,9980,2013/06/12,5
17113,10527,62694,9980,2013/06/12,5
17113,10527,60820,9980,2013/06/12,5
17113,10527,64798,9980,2013/06/12,5
17114,,65286,18350,2013/06/12,3
17114,,63597,18350,2013/06/12,3
17114,,64549,18350,2013/06/12,3
17114,,65219,18350,2013/06/12,3
17114,,65017,18350,2013/06/12,3
17114,,65221,18350,2013/06/12,3
17114,,65015,18350,2013/06/12,3
17114,,65287,18350,2013/06/12,3
17114,,64910,18350,2013/06/12,3
17115,10529,62347,1690,2013/06/12,5
17116,10528,60695,2320,2013/06/12,5
17116,10528,58957,2320,2013/06/12,5
17117,10513,60048,5130,2013/06/12,3
17117,10513,63187,5130,2013/06/12,3
17117,10513,64370,5130,2013/06/12,3
17117,10513,63315,5130,2013/06/12,3
17118,10531,60661,1430,2013/06/12,5
17119,10513,60048,5130,2013/06/12,3
17119,10513,63187,5130,2013/06/12,3
17119,10513,64370,5130,2013/06/12,3
17119,10513,63315,5130,2013/06/12,3
17120,10513,63187,5430,2013/06/12,3
17120,10513,64370,5430,2013/06/12,3
17120,10513,63315,5430,2013/06/12,3
17120,10513,60048,5430,2013/06/12,3
17121,7235,61617,2338,2013/06/12,5
17121,7235,65017,2338,2013/06/12,5
17122,10533,64370,5130,2013/06/12,5
17122,10533,63187,5130,2013/06/12,5
17122,10533,63315,5130,2013/06/12,5
17122,10533,60048,5130,2013/06/12,5
17123,10534,63001,1680,2013/06/12,5
17124,,63127,3305,2013/06/12,5
17125,10256,62501,2620,2013/06/12,5
17125,10256,64798,2620,2013/06/12,5
17126,,62256,2140,2013/06/12,5
17127,,64534,7740,2013/06/12,5
17127,,60695,7740,2013/06/12,5
17127,,60197,7740,2013/06/12,5
17127,,62985,7740,2013/06/12,5
17128,,60641,6620,2013/06/12,3
17128,,64205,6620,2013/06/12,3
17129,10536,62347,3980,2013/06/12,3
17129,10536,62363,3980,2013/06/12,3
17130,10536,62363,3980,2013/06/12,5
17130,10536,62347,3980,2013/06/12,5
17131,,65326,3140,2013/06/12,5
17132,10524,57363,3660,2013/06/12,5
17132,10524,63033,3660,2013/06/12,5
17133,10537,62843,8380,2013/06/12,5
17133,10537,63596,8380,2013/06/12,5
17133,10537,65231,8380,2013/06/12,5
17133,10537,64801,8380,2013/06/12,5
17133,10537,64803,8380,2013/06/12,5
17133,10537,43602,8380,2013/06/12,5
17134,10542,43597,1980,2013/06/12,5
17134,10542,60186,1980,2013/06/12,5
17135,,63722,3410,2013/06/12,5
17135,,62996,3410,2013/06/12,5
17136,,60819,5045,2013/06/12,5
17136,,54358,5045,2013/06/12,5
17136,,54556,5045,2013/06/12,5
17136,,64525,5045,2013/06/12,5
17137,10543,58957,4285,2013/06/12,5
17137,10543,65325,4285,2013/06/12,5
17138,,58809,2150,2013/06/12,5
17138,,60191,2150,2013/06/12,5
17139,10544,63161,3560,2013/06/12,3
17139,10544,64891,3560,2013/06/12,3
17140,10544,64891,3560,2013/06/12,5
17140,10544,63161,3560,2013/06/12,5
17141,6095,65262,4970,2013/06/12,3
17141,6095,65281,4970,2013/06/12,3
17142,10540,43341,5497,2013/06/12,5
17142,10540,62702,5497,2013/06/12,5
17142,10540,23685,5497,2013/06/12,5
17142,10540,61067,5497,2013/06/12,5
17142,10540,61627,5497,2013/06/12,5
17142,10540,54359,5497,2013/06/12,5
17143,6095,54954,3345,2013/06/12,3
17143,6095,65272,3345,2013/06/12,3
17144,6694,62812,469,2013/06/12,5
17145,,44033,9430,2013/06/12,5
17145,,63224,9430,2013/06/12,5
17145,,62207,9430,2013/06/12,5
17145,,60643,9430,2013/06/12,5
17146,10546,65324,3670,2013/06/12,5
17146,10546,58677,3670,2013/06/12,5
17147,10547,65325,3820,2013/06/12,5
17147,10547,58978,3820,2013/06/12,5
17148,,59056,3140,2013/06/12,5
17149,10048,58294,1190,2013/06/12,5
17150,10549,54064,2110,2013/06/12,5
17150,10549,54556,2110,2013/06/12,5
17151,,64204,3140,2013/06/12,5
17152,,58676,4275,2013/06/12,5
17152,,64867,4275,2013/06/12,5
17152,,64295,4275,2013/06/12,5
17153,,54556,1130,2013/06/12,5
17154,,64580,6690,2013/06/12,5
17154,,63186,6690,2013/06/12,5
17154,,64297,6690,2013/06/12,5
17154,,62500,6690,2013/06/12,5
17155,,63798,16590,2013/06/12,5
17155,,63739,16590,2013/06/12,5
17155,,54246,16590,2013/06/12,5
17155,,63738,16590,2013/06/12,5
17155,,56958,16590,2013/06/12,5
17155,,63077,16590,2013/06/12,5
17155,,55277,16590,2013/06/12,5
17156,,54220,3680,2013/06/12,7
17157,10504,63579,2280,2013/06/12,5
17158,6241,63967,2990,2013/06/12,5
17159,,64675,5390,2013/06/12,5
17159,,43146,5390,2013/06/12,5
17159,,65137,5390,2013/06/12,5
17160,10552,62349,1840,2013/06/12,5
17161,,59130,3630,2013/06/12,5
17162,10180,54743,1810,2013/06/12,5
17162,10180,64575,1810,2013/06/12,5
17163,,62326,2140,2013/06/12,5
17164,10553,62359,4130,2013/06/12,5
17164,10553,62313,4130,2013/06/12,5
17165,,60196,2920,2013/06/12,5
17165,,54594,2920,2013/06/12,5
17166,,63737,2595,2013/06/12,5
17167,,56569,6760,2013/06/12,5
17167,,60761,6760,2013/06/12,5
17167,,60346,6760,2013/06/12,5
17168,,64332,7320,2013/06/12,5
17168,,54957,7320,2013/06/12,5
17168,,62630,7320,2013/06/12,5
17169,,64903,1430,2013/06/12,5
17170,10551,54246,3690,2013/06/12,5
17170,10551,65051,3690,2013/06/12,5
17170,10551,65061,3690,2013/06/12,5
17171,10068,64220,7460,2013/06/12,3
17171,10068,45609,7460,2013/06/12,3
17171,10068,62198,7460,2013/06/12,3
17172,,57428,1430,2013/06/12,5
17173,10068,45609,7460,2013/06/12,5
17173,10068,62198,7460,2013/06/12,5
17173,10068,64220,7460,2013/06/12,5
17174,10555,65320,5900,2013/06/12,5
17174,10555,64442,5900,2013/06/12,5
17174,10555,64531,5900,2013/06/12,5
17174,10555,63328,5900,2013/06/12,5
17175,,62989,10950,2013/06/12,5
17175,,56567,10950,2013/06/12,5
17175,,55708,10950,2013/06/12,5
17175,,63868,10950,2013/06/12,5
17176,4517,64457,1315,2013/06/12,3
17177,,63599,2430,2013/06/12,5
17178,,56567,1640,2013/06/12,5
17179,4517,65219,1995,2013/06/12,5
17180,10501,59071,2990,2013/06/12,3
17181,4517,65013,4485,2013/06/12,3
17181,4517,65289,4485,2013/06/12,3
17182,8561,64790,14395,2013/06/12,5
17182,8561,61214,14395,2013/06/12,5
17182,8561,65132,14395,2013/06/12,5
17182,8561,64014,14395,2013/06/12,5
17182,8561,65262,14395,2013/06/12,5
17182,8561,63561,14395,2013/06/12,5
17182,8561,65286,14395,2013/06/12,5
17182,8561,64878,14395,2013/06/12,5
17182,8561,62821,14395,2013/06/12,5
17183,8847,64361,5570,2013/06/12,5
17183,8847,64380,5570,2013/06/12,5
17183,8847,64370,5570,2013/06/12,5
17183,8847,64359,5570,2013/06/12,5
17184,4517,65232,1995,2013/06/12,3
17185,10501,65337,2690,2013/06/12,5
17186,,65325,4285,2013/06/12,5
17186,,58955,4285,2013/06/12,5
17187,10221,54081,4175,2013/06/12,5
17187,10221,56407,4175,2013/06/12,5
17188,10556,65257,2860,2013/06/12,5
17188,10556,65248,2860,2013/06/12,5
17189,,38378,650,2013/06/12,5
17190,7297,63090,3885,2013/06/12,5
17190,7297,58976,3885,2013/06/12,5
17191,10559,64204,6270,2013/06/12,5
17191,10559,63985,6270,2013/06/12,5
17192,10561,63105,2840,2013/06/12,5
17193,10562,65249,6630,2013/06/12,3
17193,10562,65261,6630,2013/06/12,3
17193,10562,60389,6630,2013/06/12,3
17193,10562,64530,6630,2013/06/12,3
17194,10190,54896,980,2013/06/12,5
17195,10562,65249,6630,2013/06/12,3
17195,10562,65261,6630,2013/06/12,3
17195,10562,60389,6630,2013/06/12,3
17195,10562,64530,6630,2013/06/12,3
17196,10562,65249,6780,2013/06/12,5
17196,10562,65261,6780,2013/06/12,5
17196,10562,60389,6780,2013/06/12,5
17196,10562,64530,6780,2013/06/12,5
17197,10560,54896,3620,2013/06/12,5
17197,10560,63999,3620,2013/06/12,5
17197,10560,64000,3620,2013/06/12,5
17197,10560,55935,3620,2013/06/12,5
17198,10563,63118,3330,2013/06/12,5
17199,5649,60048,1595,2013/06/12,5
17200,4517,62698,2295,2013/06/12,3
17201,,55277,7540,2013/06/12,5
17201,,54249,7540,2013/06/12,5
17201,,60050,7540,2013/06/12,5
17201,,62200,7540,2013/06/12,5
17202,9762,65391,2980,2013/06/12,3
17202,9762,65399,2980,2013/06/12,3
17203,10568,58955,1295,2013/06/12,5
17204,9762,65391,2875,2013/06/12,5
17204,9762,65399,2875,2013/06/12,5
17205,10535,64778,8260,2013/06/12,5
17205,10535,63588,8260,2013/06/12,5
17205,10535,59151,8260,2013/06/12,5
17206,,65326,3305,2013/06/12,5
17207,,56395,2110,2013/06/12,5
17208,,59071,3305,2013/06/12,5
17209,5087,64802,1090,2013/06/12,5
17210,,60816,1130,2013/06/12,5
17211,,54917,4570,2013/06/12,5
